"Year","Month","Day","dailywtmp"
2013,5,5,17.13125
2013,5,6,17.6475
2013,5,7,17.9520833333333
2013,5,8,18.25125
2013,5,9,19.1054166666667
2013,5,10,20.0095833333333
2013,5,11,20.70375
2013,5,12,20.885
2013,5,13,21.0683035714286
2013,5,14,19.6725
2013,5,15,19.3941666666667
2013,5,16,19.6825
2013,5,17,20.3016666666667
2013,5,18,21.12375
2013,5,19,21.92
2013,5,20,22.36125
2013,5,21,22.72875
2013,5,22,23.1035555555556
2013,5,23,23.5095833333333
2013,5,24,23.4466666666667
2013,5,25,21.9475
2013,5,26,20.81625
2013,5,27,21.1345833333333
2013,5,28,22.0191666666667
2013,5,29,23.0025
2013,5,30,23.8916666666667
2013,5,31,24.7725
2013,6,1,25.3929166666667
2013,6,2,25.75
2013,6,3,25.5933333333333
2013,6,4,24.8
2013,6,5,24.64125
2013,6,6,24.6
2013,6,7,24.4233333333333
2013,6,8,24.790756302521
2013,6,9,25.6716666666667
2013,6,10,25.89125
2013,6,11,26.0364016736402
2013,6,12,26.3346846846847
2013,6,13,26.6798319327731
2013,6,14,26.65375
2013,6,15,25.7874476987448
2013,6,16,25.5066666666667
2013,6,17,25.3441666666667
2013,6,18,25.5640167364017
2013,6,19,25.626359832636
2013,6,20,24.8116666666667
2013,6,21,24.845
2013,6,22,25.25625
2013,6,23,25.2745833333333
2013,6,24,25.8020833333333
2013,6,25,26.3619246861925
2013,6,26,26.8875
2013,6,27,26.9816666666667
2013,6,28,26.735
2013,6,29,26.81625
2013,6,30,26.25
2013,7,1,26.1233333333333
2013,7,2,25.9741666666667
2013,7,3,26.9991666666667
2013,7,4,27.715
2013,7,5,28.17375
2013,7,6,28.4275
2013,7,7,28.43625
2013,7,8,28.15
2013,7,9,27.84
2013,7,10,27.685
2013,7,11,27.7033333333333
2013,7,12,27.2575
2013,7,13,26.92375
2013,7,14,27.6629166666667
2013,7,15,28.2933333333333
2013,7,16,28.9275
2013,7,17,29.0966666666667
2013,7,18,28.8416666666667
2013,7,19,28.7088983050847
2013,7,20,28.1854166666667
2013,7,21,27.4204166666667
2013,7,22,27.4983333333333
2013,7,23,27.65375
2013,7,24,27.5033333333333
2013,7,25,28.0029166666667
2013,7,26,28.0373949579832
2013,7,27,28.0270833333333
2013,7,28,28.2429166666667
2013,7,29,28.2058333333333
2013,7,30,27.3616033755274
2013,7,31,27.3689361702128
2013,8,1,27.1683333333333
2013,8,2,26.9150627615063
2013,8,3,27.3564853556485
2013,8,4,27.6875
2013,8,5,27.3758333333333
2013,8,6,26.9691666666667
2013,8,7,26.8025
2013,8,8,27.0714285714286
2013,8,9,27.76375
2013,8,10,28.055
2013,8,11,28.59125
2013,8,12,28.7045833333333
2013,8,13,28.805
2013,8,14,28.3254166666667
2013,8,15,26.40125
2013,8,16,24.6954166666667
2013,8,17,24.5125
2013,8,18,24.8858333333333
2013,8,19,25.7814345991561
2013,8,20,26.1208333333333
2013,8,21,26.8875
2013,8,22,27.69625
2013,8,23,27.5943661971831
2013,8,24,27.4691983122363
2013,8,25,26.33
2013,8,26,25.4791666666667
2013,8,27,25.8654166666667
2013,8,28,25.8425
2013,8,29,26.0570833333333
2013,8,30,26.0987447698745
2013,8,31,26.5208333333333
2013,9,1,27.1495833333333
2013,9,2,27.38
2013,9,3,27.4366666666667
2013,9,4,27.3933333333333
2013,9,5,27.82
2013,9,6,28.0911392405063
2013,9,7,27.089539748954
2013,9,8,26.8175732217573
2013,9,9,27.1418410041841
2013,9,10,27.46625
2013,9,11,27.6991631799163
2013,9,12,27.8270833333333
2013,9,13,27.5820833333333
2013,9,14,27.0241666666667
2013,9,15,25.8154166666667
2013,9,16,25.7366666666667
2013,9,17,25.6426778242678
2013,9,18,24.1719665271967
